sessionFile,Practice,distPresence,trialType,chooseSessions.thisRepN,chooseSessions.thisTrialN,chooseSessions.thisN,chooseSessions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block,RespRT,targetShape,dist1Shape,dist2Shape,dist3Shape,dist4Shape,targetLoc,dist1Loc,dist2Loc,dist3Loc,dist4Loc,dist1Color,dist2Color,dist3Color,dist4Color,distPresence,singletonDistNumber,singletonResp,singleton distractor,targetResp,corrResp,Response_key,dist1Resp,dist2Resp,dist3Resp,dist4Resp,majorityColorName,majorityColor,singletonColor,singletonColorName,Response.keys,Response.corr,Response.rt,participant,study,session,age,gender,handedness,vision,date,expName,psychopyVersion,frameRate
practice.xlsx,practice,absent,search,0,0,0,0,0,6,6,14,0,524.7493,circle,rectangle,pentagon,hexagon,diamond,DL,DR,UL,UR,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.5247493,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,7,7,0,0,522.6925,circle,rectangle,pentagon,hexagon,diamond,DM,DL,UR,DR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,left,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.5226925,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,8,8,13,0,454.3724,circle,rectangle,pentagon,hexagon,diamond,DR,DL,DM,UL,UR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,left,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.4543724,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,9,9,16,0,450.1529,circle,rectangle,pentagon,hexagon,diamond,DR,UL,DL,DM,UR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,left,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.4501529,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,10,10,3,0,700.085,circle,rectangle,pentagon,hexagon,diamond,UR,DL,UL,DR,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.700085,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,11,11,15,0,529.9069,circle,rectangle,pentagon,hexagon,diamond,UR,DL,DM,DR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.5299069,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,12,12,12,0,599.5227,circle,rectangle,pentagon,hexagon,diamond,UL,DM,DR,UR,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.5995227,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,13,13,7,0,640.6852,circle,rectangle,pentagon,hexagon,diamond,DL,UL,UR,DR,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,left,right,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.6406852,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,14,14,19,0,576.1829,circle,rectangle,pentagon,hexagon,diamond,DR,UL,DL,UR,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,left,left,right,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.5761829,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,15,15,10,0,652.0435,circle,rectangle,pentagon,hexagon,diamond,DM,UL,DR,DL,UR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,left,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.6520435,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,16,16,17,0,507.6437,circle,rectangle,pentagon,hexagon,diamond,UR,UL,DM,DL,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,left,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.5076437,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,17,17,1,0,606.0654,circle,rectangle,pentagon,hexagon,diamond,UR,DM,UL,DR,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.6060654,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,18,18,18,0,632.1278,circle,rectangle,pentagon,hexagon,diamond,DM,UR,DL,UL,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.6321278,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,0,19,19,5,0,500.5878,circle,rectangle,pentagon,hexagon,diamond,DM,DR,UL,DL,UR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.5005878,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,1,0,20,19,0,420.8115,circle,rectangle,pentagon,hexagon,diamond,DM,UL,DR,DL,UR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.4208115,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,1,1,21,6,0,455.5543,circle,rectangle,pentagon,hexagon,diamond,DM,UR,UL,DR,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.4555543,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,1,2,22,4,0,978.3483,circle,rectangle,pentagon,hexagon,diamond,UL,DM,DR,DL,UR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,right,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.9783483,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,1,3,23,5,0,627.5071,circle,rectangle,pentagon,hexagon,diamond,DL,UL,UR,DM,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.6275071,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
practice.xlsx,practice,absent,search,0,0,0,0,1,4,24,1,1,645.7244,circle,rectangle,pentagon,hexagon,diamond,UL,DR,UR,DL,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.6457244,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,0,0,0,4,1,580.7173,circle,rectangle,pentagon,hexagon,diamond,DM,UR,DR,UL,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.5807173,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,0,1,1,5,1,494.3208,circle,rectangle,pentagon,hexagon,diamond,DR,DL,UL,UR,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.4943208,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,0,2,2,3,1,828.5318,circle,rectangle,pentagon,hexagon,diamond,DR,UR,DM,DL,UL,#DD3500,#6A6A6A,#6A6A6A,#6A6A6A,present,UR,right,dist1,right,2,2,right,right,left,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.8285318,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,0,3,3,7,1,596.3561,circle,rectangle,pentagon,hexagon,diamond,UR,DM,DR,UL,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,right,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.5963561,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,0,4,4,1,1,724.8993,circle,rectangle,pentagon,hexagon,diamond,DL,UL,DR,UR,DM,#6A6A6A,#DD3500,#6A6A6A,#6A6A6A,present,DR,left,dist2,right,2,2,left,left,right,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.7248993,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,0,5,5,2,1,531.3963,circle,rectangle,pentagon,hexagon,diamond,DR,DL,DM,UL,UR,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,UR,left,dist4,right,2,2,right,right,left,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.5313963,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,0,6,6,6,1,499.8501,circle,rectangle,pentagon,hexagon,diamond,DL,UL,DR,UR,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.4998501,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,0,7,7,0,1,841.8749,circle,rectangle,pentagon,hexagon,diamond,UL,DR,UR,DM,DL,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,DL,left,dist4,right,2,2,right,left,right,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.8418749,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,1,0,8,7,1,474.86,circle,rectangle,pentagon,hexagon,diamond,UL,DR,UR,DL,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.47486,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,1,1,9,5,1,573.7243,circle,rectangle,pentagon,hexagon,diamond,DL,UR,DM,UL,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.5737243,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,1,2,10,4,1,533.467,circle,rectangle,pentagon,hexagon,diamond,UL,DR,DL,DM,UR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,left,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.533467,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,1,3,11,0,1,643.3613,circle,rectangle,pentagon,hexagon,diamond,DM,DL,UL,UR,DR,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,DR,right,dist4,left,1,1,left,right,right,right,grey,#6A6A6A,#DD3500,red,num_1,1,0.6433613,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,1,4,12,2,1,543.342,circle,rectangle,pentagon,hexagon,diamond,DL,UR,UL,DM,DR,#DD3500,#6A6A6A,#6A6A6A,#6A6A6A,present,UR,left,dist1,right,2,2,left,left,right,right,grey,#6A6A6A,#DD3500,red,num_2,1,0.543342,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,1,5,13,3,1,447.6455,circle,rectangle,pentagon,hexagon,diamond,DL,UR,DR,DM,UL,#6A6A6A,#DD3500,#6A6A6A,#6A6A6A,present,DR,right,dist2,left,1,1,left,right,right,right,grey,#6A6A6A,#DD3500,red,num_1,1,0.4476455,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,1,6,14,6,1,577.3911,circle,rectangle,pentagon,hexagon,diamond,DM,UL,DR,DL,UR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.5773911,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,1,7,15,1,1,543.3824,circle,rectangle,pentagon,hexagon,diamond,UL,DR,UR,DM,DL,#6A6A6A,#DD3500,#6A6A6A,#6A6A6A,present,UR,left,dist2,right,2,2,right,left,left,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.5433824,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,2,0,16,4,1,624.1427,circle,rectangle,pentagon,hexagon,diamond,DR,DM,UL,UR,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.6241427,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,2,1,17,1,1,526.5516,circle,rectangle,pentagon,hexagon,diamond,DM,DR,DL,UR,UL,#6A6A6A,#DD3500,#6A6A6A,#6A6A6A,present,DL,left,dist2,left,1,1,left,left,right,right,grey,#6A6A6A,#DD3500,red,num_1,1,0.5265516,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,2,2,18,6,1,509.1115,circle,rectangle,pentagon,hexagon,diamond,UR,UL,DL,DM,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,right,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.5091115,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,2,3,19,2,1,537.6059,circle,rectangle,pentagon,hexagon,diamond,DL,DR,UL,DM,UR,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,UR,right,dist4,right,2,2,left,right,left,right,grey,#6A6A6A,#DD3500,red,num_2,1,0.5376059,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,2,4,20,7,1,927.493,circle,rectangle,pentagon,hexagon,diamond,DM,DR,UR,UL,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,left,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.927493,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,2,5,21,5,1,692.0768,circle,rectangle,pentagon,hexagon,diamond,UL,UR,DL,DR,DM,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,right,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.6920768,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,2,6,22,3,1,676.0695,circle,rectangle,pentagon,hexagon,diamond,DM,UL,DR,DL,UR,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,UR,left,dist4,left,1,1,left,right,right,left,grey,#6A6A6A,#DD3500,red,num_1,1,0.6760695,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,2,7,23,0,1,705.8821,circle,rectangle,pentagon,hexagon,diamond,DL,DM,DR,UL,UR,#6A6A6A,#DD3500,#6A6A6A,#6A6A6A,present,DR,right,dist2,right,2,2,right,right,left,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.7058821,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,3,0,24,3,1,969.8471,circle,rectangle,pentagon,hexagon,diamond,UL,UR,DM,DR,DL,#DD3500,#6A6A6A,#6A6A6A,#6A6A6A,present,UR,right,dist1,right,2,2,right,left,right,left,grey,#6A6A6A,#DD3500,red,num_2,1,0.9698471,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,3,1,25,2,1,578.1774,circle,rectangle,pentagon,hexagon,diamond,UL,UR,DL,DM,DR,#6A6A6A,#DD3500,#6A6A6A,#6A6A6A,present,DL,left,dist2,left,1,1,right,left,right,left,grey,#6A6A6A,#DD3500,red,num_1,1,0.5781774,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,3,2,26,7,1,533.8151,circle,rectangle,pentagon,hexagon,diamond,DR,UL,DM,UR,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,left,right,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.5338151,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,3,3,27,5,1,869.5901,circle,rectangle,pentagon,hexagon,diamond,DM,DL,DR,UR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,right,right,left,right,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.8695901,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,3,4,28,6,1,549.8085,circle,rectangle,pentagon,hexagon,diamond,DM,UR,DL,UL,DR,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,left,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.5498085,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,3,5,29,1,1,551.7168,circle,rectangle,pentagon,hexagon,diamond,UR,DL,UL,DM,DR,#6A6A6A,#DD3500,#6A6A6A,#6A6A6A,present,UL,left,dist2,right,2,2,left,left,right,right,grey,#6A6A6A,#DD3500,red,num_2,1,0.5517168,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,3,6,30,0,1,513.7076,circle,rectangle,pentagon,hexagon,diamond,DL,DM,UL,DR,UR,#6A6A6A,#DD3500,#6A6A6A,#6A6A6A,present,UL,left,dist2,left,1,1,right,left,right,right,grey,#6A6A6A,#DD3500,red,num_1,1,0.5137076,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,3,7,31,4,1,566.8766,circle,rectangle,pentagon,hexagon,diamond,UR,DM,DR,DL,UL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,right,left,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.5668766,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,4,0,32,5,1,520.6638,circle,rectangle,pentagon,hexagon,diamond,DR,UR,DM,UL,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.5206638,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,4,1,33,1,1,787.105,circle,rectangle,pentagon,hexagon,diamond,DM,UR,DL,DR,UL,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,UL,left,dist4,left,1,1,right,right,left,left,grey,#6A6A6A,#DD3500,red,num_1,1,0.787105,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,4,2,34,2,1,614.8225,circle,rectangle,pentagon,hexagon,diamond,DR,DM,UR,UL,DL,#DD3500,#6A6A6A,#6A6A6A,#6A6A6A,present,DM,left,dist1,left,1,1,left,right,right,right,grey,#6A6A6A,#DD3500,red,num_1,1,0.6148225,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,present,search,0,1,1,1,4,3,35,3,1,482.9689,circle,rectangle,pentagon,hexagon,diamond,DR,UL,UR,DL,DM,#6A6A6A,#6A6A6A,#6A6A6A,#DD3500,present,DM,left,dist4,left,1,1,right,left,right,left,grey,#6A6A6A,#DD3500,red,num_1,1,0.4829689,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,4,4,36,4,1,793.4173,circle,rectangle,pentagon,hexagon,diamond,UL,DR,DM,UR,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,left,1,1,left,right,right,left,grey,#6A6A6A,#6A6A6A,absent,num_1,1,0.7934173,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
trials.xlsx,main,absent,search,0,1,1,1,4,5,37,6,1,514.1612,circle,rectangle,pentagon,hexagon,diamond,UR,DR,UL,DM,DL,#6A6A6A,#6A6A6A,#6A6A6A,#6A6A6A,absent,absent,absent,absent,right,2,2,left,left,right,right,grey,#6A6A6A,#6A6A6A,absent,num_2,1,0.5141612,90557,1,2,21,m,right,corrected-to-normal vision,2022_Dec_13_1300,ADD/ADHD_FSM_NoProbe_version1,2021.1.4,143.9665076
